total_timesteps,n_updates,ep_len_mean,ep_reward_mean_agt1,ep_reward_mean_agt2,Environment Depth,ball_collision_agt1,ball_collision_agt2,no_side_agt1,no_side_agt2
167337984.0,40854.0,1321.78,-1.76,-1.46,24.0,17.49,19.38,22.23,17.48
167342080.0,40855.0,1316.01,-1.82,-1.49,24.0,17.43,19.21,22.23,17.4
167346176.0,40856.0,1305.62,-1.76,-1.43,24.0,17.13,18.95,21.63,16.97
167350272.0,40857.0,1295.53,-1.82,-1.37,24.0,17.05,18.67,20.46,16.74
167354368.0,40858.0,1292.52,-1.75,-1.46,24.0,16.97,18.67,18.03,15.88
167358464.0,40859.0,1291.13,-1.8,-1.47,24.0,16.7,18.61,18.02,15.75
167362560.0,40860.0,1293.51,-1.76,-1.4,24.0,16.69,18.56,17.36,16.06
167366656.0,40861.0,1266.44,-1.87,-1.44,24.0,16.15,17.99,16.32,15.77
167370752.0,40862.0,1248.84,-1.93,-1.28,24.0,15.78,17.6,15.69,15.49
167374848.0,40863.0,1254.22,-1.83,-1.24,24.0,15.84,17.66,15.88,15.1
167378944.0,40864.0,1259.74,-1.81,-1.06,24.0,16.03,17.81,15.38,15.3
167383040.0,40865.0,1249.8,-1.81,-0.96,24.0,15.66,17.6,14.43,14.94
167387136.0,40866.0,1252.67,-1.77,-1.0,24.0,15.56,17.52,14.38,14.04
167391232.0,40867.0,1250.16,-1.74,-0.88,24.0,15.72,17.49,13.81,14.06
167395328.0,40868.0,1251.27,-1.74,-0.93,24.0,15.82,17.45,13.7,13.65
167399424.0,40869.0,1266.62,-1.75,-0.88,24.0,15.94,17.46,13.42,14.43
167403520.0,40870.0,1282.7,-1.79,-0.89,24.0,16.63,17.75,12.91,15.37
167407616.0,40871.0,1287.85,-1.88,-0.79,24.0,16.76,17.89,12.85,15.84
167411712.0,40872.0,1307.31,-1.88,-0.75,24.0,17.06,18.22,12.95,16.76
167415808.0,40873.0,1287.84,-1.95,-0.86,24.0,16.99,18.17,13.08,16.52
167419904.0,40874.0,1290.84,-2.0,-0.89,24.0,17.02,18.37,13.07,17.7
167424000.0,40875.0,1320.4,-1.87,-0.77,24.0,17.44,18.61,13.57,17.7
167428096.0,40876.0,1317.84,-1.81,-0.76,24.0,17.29,18.82,14.56,17.94
167432192.0,40877.0,1314.54,-1.81,-0.84,24.0,17.11,18.91,14.93,18.18
167436288.0,40878.0,1321.36,-1.81,-0.86,24.0,17.29,18.9,15.15,18.57
167440384.0,40879.0,1323.91,-1.88,-0.83,24.0,17.53,19.03,15.24,18.96
167444480.0,40880.0,1330.79,-1.97,-0.86,24.0,17.66,19.07,15.33,21.18
167448576.0,40881.0,1349.73,-1.9,-0.85,24.0,17.99,19.4,14.68,22.73
167452672.0,40882.0,1367.13,-1.85,-0.75,24.0,18.21,19.61,15.17,23.13
167456768.0,40883.0,1367.51,-1.81,-0.76,24.0,18.25,19.75,14.75,23.61
167460864.0,40884.0,1370.55,-1.81,-0.84,24.0,18.45,19.95,14.18,23.78
167464960.0,40885.0,1379.3,-1.83,-0.78,24.0,18.73,19.85,14.42,24.07
167469056.0,40886.0,1404.17,-1.78,-0.76,24.0,18.87,20.31,15.08,24.44
167473152.0,40887.0,1403.9,-1.82,-0.83,24.0,18.99,20.43,14.92,25.6
167477248.0,40888.0,1404.9,-1.87,-0.74,24.0,19.38,20.5,14.75,30.7
167481344.0,40889.0,1415.57,-1.83,-0.64,24.0,19.77,20.63,14.3,32.46
167485440.0,40890.0,1405.58,-1.86,-0.71,24.0,19.59,20.58,14.89,32.52
167489536.0,40891.0,1421.68,-1.78,-0.68,24.0,19.97,20.8,15.53,32.79
167493632.0,40892.0,1421.56,-1.73,-0.74,24.0,19.92,20.96,16.2,33.02
167497728.0,40893.0,1435.09,-1.75,-0.62,24.0,20.27,21.17,18.22,33.47
167501824.0,40894.0,1434.25,-1.84,-0.68,24.0,20.39,21.3,18.69,33.37
167505920.0,40895.0,1439.98,-1.86,-0.67,24.0,20.4,21.55,18.96,33.87
167510016.0,40896.0,1468.84,-1.75,-0.61,24.0,20.69,22.09,19.58,33.81
167514112.0,40897.0,1491.22,-1.69,-0.52,24.0,21.39,22.5,19.97,34.07
167518208.0,40898.0,1500.67,-1.71,-0.41,24.0,21.24,22.56,20.28,34.45
167522304.0,40899.0,1512.02,-1.76,-0.46,24.0,21.47,22.95,20.68,35.04
167526400.0,40900.0,1513.78,-1.83,-0.58,24.0,21.82,23.01,21.75,35.03
167530496.0,40901.0,1512.92,-1.87,-0.6,24.0,21.65,22.94,22.2,34.98
167534592.0,40902.0,1528.57,-1.88,-0.66,24.0,21.89,23.33,23.14,35.95
167538688.0,40903.0,1531.1,-1.85,-0.66,24.0,22.1,23.44,23.91,36.47
167542784.0,40904.0,1546.99,-1.74,-0.6,24.0,22.61,23.73,23.67,36.49
167546880.0,40905.0,1550.56,-1.74,-0.55,24.0,22.43,23.77,24.0,37.37
167550976.0,40906.0,1548.02,-1.7,-0.55,24.0,22.43,23.73,24.49,37.3
167555072.0,40907.0,1547.66,-1.67,-0.57,24.0,22.07,23.85,25.54,36.9
167559168.0,40908.0,1536.97,-1.62,-0.77,24.0,21.76,23.87,26.43,37.56
167563264.0,40909.0,1519.35,-1.49,-0.64,24.0,21.6,23.48,27.14,35.82
167567360.0,40910.0,1527.9,-1.49,-0.64,24.0,21.85,23.57,29.34,35.8
167571456.0,40911.0,1554.58,-1.31,-0.54,24.0,22.46,23.8,30.96,35.01
167575552.0,40912.0,1568.82,-1.3,-0.45,24.0,22.71,23.85,31.9,33.92
167579648.0,40913.0,1540.93,-1.49,-0.62,24.0,22.26,23.6,32.3,33.02
167583744.0,40914.0,1552.57,-1.45,-0.51,24.0,22.36,23.85,31.96,33.06
167587840.0,40915.0,1571.07,-1.39,-0.35,24.0,22.5,23.98,31.87,32.69
167591936.0,40916.0,1534.04,-1.56,-0.41,24.0,21.92,23.51,31.38,31.1
167596032.0,40917.0,1540.57,-1.58,-0.39,24.0,21.87,23.48,31.13,30.97
167600128.0,40918.0,1561.23,-1.44,-0.43,24.0,22.21,23.67,32.27,28.0
167604224.0,40919.0,1538.64,-1.5,-0.56,24.0,21.95,23.25,32.31,27.37
167608320.0,40920.0,1533.53,-1.45,-0.62,24.0,21.9,23.2,33.24,26.87
167612416.0,40921.0,1534.67,-1.44,-0.56,24.0,21.73,23.14,34.25,26.81
167616512.0,40922.0,1539.89,-1.36,-0.57,24.0,21.95,23.15,35.8,27.02
167620608.0,40923.0,1511.23,-1.52,-0.57,24.0,21.67,22.62,35.27,27.13
167624704.0,40924.0,1506.12,-1.46,-0.56,24.0,21.52,22.31,35.43,25.46
167628800.0,40925.0,1512.49,-1.37,-0.5,24.0,21.39,22.31,35.75,21.27
167632896.0,40926.0,1513.91,-1.24,-0.71,24.0,21.3,22.37,36.42,20.3
167636992.0,40927.0,1503.09,-1.36,-0.81,24.0,21.33,22.28,35.39,20.53
167641088.0,40928.0,1509.71,-1.44,-0.94,24.0,21.55,22.41,35.83,21.39
167645184.0,40929.0,1517.73,-1.45,-0.88,24.0,21.77,22.41,34.61,21.66
167649280.0,40930.0,1505.11,-1.4,-0.95,24.0,21.26,22.18,32.55,22.2
167653376.0,40931.0,1517.68,-1.34,-0.83,24.0,21.46,22.37,32.51,23.98
167657472.0,40932.0,1496.9,-1.38,-0.86,24.0,21.37,21.86,31.67,26.81
167661568.0,40933.0,1476.73,-1.46,-0.97,24.0,20.97,21.55,31.19,26.95
167665664.0,40934.0,1473.24,-1.29,-1.06,24.0,20.98,21.57,31.17,27.72
167669760.0,40935.0,1455.32,-1.38,-1.06,24.0,20.59,21.28,29.84,28.32
167673856.0,40936.0,1460.17,-1.38,-1.06,24.0,20.46,21.4,29.36,28.66
167677952.0,40937.0,1454.08,-1.33,-1.05,24.0,20.69,21.12,28.64,31.23
167682048.0,40938.0,1445.08,-1.38,-1.13,24.0,20.38,21.14,27.26,30.2
167686144.0,40939.0,1430.37,-1.43,-1.23,24.0,20.1,20.89,27.09,29.13
167690240.0,40940.0,1428.08,-1.54,-1.34,24.0,20.17,20.75,26.53,30.58
167694336.0,40941.0,1431.8,-1.59,-1.36,24.0,20.26,20.65,25.87,30.48
167698432.0,40942.0,1423.56,-1.61,-1.28,24.0,20.22,20.7,24.84,30.16
167702528.0,40943.0,1423.94,-1.57,-1.32,24.0,20.17,20.3,23.54,30.44
167706624.0,40944.0,1407.87,-1.64,-1.38,24.0,20.01,20.22,20.6,30.58
167710720.0,40945.0,1373.28,-1.77,-1.56,24.0,19.23,19.78,18.48,31.96
167714816.0,40946.0,1356.69,-1.81,-1.55,24.0,18.92,19.61,16.86,33.11
167718912.0,40947.0,1355.71,-1.75,-1.6,24.0,18.89,19.44,16.65,35.2
167723008.0,40948.0,1342.95,-1.76,-1.65,24.0,18.88,19.28,16.25,36.95
167727104.0,40949.0,1368.38,-1.59,-1.64,24.0,19.27,19.6,16.15,39.15
167731200.0,40950.0,1346.1,-1.63,-1.62,24.0,19.24,19.45,15.54,40.54
167735296.0,40951.0,1341.6,-1.68,-1.44,24.0,19.02,19.24,14.89,40.82
167739392.0,40952.0,1352.04,-1.64,-1.38,24.0,19.01,19.21,14.74,41.27
167743488.0,40953.0,1356.35,-1.49,-1.3,24.0,18.87,19.06,13.73,42.0
167747584.0,40954.0,1346.0,-1.48,-1.35,24.0,18.93,18.89,13.11,42.15
167751680.0,40955.0,1351.6,-1.48,-1.26,24.0,19.03,19.07,11.89,47.0
167755776.0,40956.0,1356.74,-1.43,-1.21,24.0,19.21,19.04,11.91,47.7
167759872.0,40957.0,1368.23,-1.36,-1.23,24.0,19.28,19.32,11.45,49.4
167763968.0,40958.0,1361.5,-1.44,-1.43,24.0,19.23,19.23,11.01,52.94
167768064.0,40959.0,1373.12,-1.48,-1.35,24.0,19.32,19.45,11.25,53.98
167772160.0,40960.0,1367.99,-1.56,-1.19,24.0,19.21,19.13,10.85,54.0
167776256.0,40961.0,1383.07,-1.6,-1.08,24.0,19.27,19.31,10.67,53.56
167780352.0,40962.0,1382.27,-1.66,-1.02,24.0,19.01,19.27,10.2,53.31
167784448.0,40963.0,1355.78,-1.66,-1.12,24.0,18.88,18.84,9.67,52.35
167788544.0,40964.0,1340.83,-1.62,-1.18,24.0,18.49,18.51,9.51,50.0
167792640.0,40965.0,1329.45,-1.55,-1.25,24.0,18.24,18.27,9.84,47.4
167796736.0,40966.0,1343.82,-1.5,-1.12,24.0,18.29,18.4,10.1,47.52
167800832.0,40967.0,1334.44,-1.49,-1.17,24.0,18.1,18.2,9.87,46.03
167804928.0,40968.0,1334.33,-1.49,-1.12,24.0,17.96,18.18,9.58,44.46
167809024.0,40969.0,1338.42,-1.42,-1.09,24.0,17.88,18.13,9.64,44.55
167813120.0,40970.0,1326.18,-1.4,-0.98,24.0,17.54,17.8,9.61,41.97
167817216.0,40971.0,1326.03,-1.49,-0.93,24.0,17.49,17.6,9.59,44.79
167821312.0,40972.0,1312.26,-1.43,-0.99,24.0,17.02,17.49,9.73,44.36
167825408.0,40973.0,1293.05,-1.48,-1.12,24.0,16.84,17.01,10.08,43.92
167829504.0,40974.0,1291.33,-1.53,-1.01,24.0,16.76,17.1,10.51,42.87
167833600.0,40975.0,1287.96,-1.59,-1.09,24.0,16.61,16.89,10.79,41.87
167837696.0,40976.0,1292.4,-1.54,-1.09,24.0,16.67,16.71,11.53,40.19
167841792.0,40977.0,1298.92,-1.47,-0.96,24.0,16.75,16.88,12.27,40.19
167845888.0,40978.0,1304.59,-1.47,-0.96,24.0,16.9,17.07,12.82,39.05
167849984.0,40979.0,1310.24,-1.43,-0.99,24.0,16.98,17.06,12.77,36.91
167854080.0,40980.0,1319.56,-1.42,-0.99,24.0,17.04,17.15,14.01,34.97
167858176.0,40981.0,1300.53,-1.53,-1.02,24.0,16.68,16.88,14.04,33.47
167862272.0,40982.0,1309.17,-1.47,-0.97,24.0,16.74,16.95,14.53,32.03
167866368.0,40983.0,1324.56,-1.43,-0.95,24.0,17.03,17.29,15.06,32.25
167870464.0,40984.0,1340.22,-1.33,-0.86,24.0,17.25,17.48,15.07,32.17
167874560.0,40985.0,1339.08,-1.3,-0.72,24.0,17.29,17.46,14.41,32.3
167878656.0,40986.0,1340.18,-1.49,-0.71,24.0,17.42,17.47,14.52,32.68
167882752.0,40987.0,1340.82,-1.36,-0.66,24.0,17.01,17.49,14.18,31.35
167886848.0,40988.0,1342.68,-1.41,-0.64,24.0,16.86,17.54,13.57,28.73
167890944.0,40989.0,1357.35,-1.32,-0.56,24.0,16.8,17.73,13.17,28.68
167895040.0,40990.0,1350.15,-1.36,-0.48,24.0,16.83,17.43,12.92,27.32
167899136.0,40991.0,1341.07,-1.49,-0.35,24.0,16.61,17.36,12.82,24.71
167903232.0,40992.0,1330.69,-1.44,-0.2,24.0,16.32,16.99,11.76,23.62
167907328.0,40993.0,1318.74,-1.32,-0.33,24.0,16.07,16.71,11.95,23.58
167911424.0,40994.0,1323.66,-1.14,-0.25,24.0,16.18,16.76,11.92,23.14
167915520.0,40995.0,1318.79,-1.3,-0.17,24.0,16.02,16.82,11.45,22.87
167919616.0,40996.0,1329.56,-1.28,-0.15,24.0,16.22,16.92,11.49,23.26
167923712.0,40997.0,1350.32,-1.37,-0.19,24.0,16.74,17.15,11.72,24.07
167927808.0,40998.0,1363.71,-1.22,-0.04,24.0,16.81,17.29,12.17,24.42
167931904.0,40999.0,1357.01,-1.34,-0.07,24.0,16.82,17.24,12.18,23.4
167936000.0,41000.0,1363.74,-1.41,0.15,24.0,16.97,17.21,12.2,23.53
167940096.0,41001.0,1373.25,-1.41,0.18,24.0,17.11,17.5,13.1,23.36
167944192.0,41002.0,1369.74,-1.42,0.15,24.0,17.17,17.19,13.54,23.73
167948288.0,41003.0,1355.19,-1.52,-0.03,24.0,17.31,16.85,14.13,23.48
167952384.0,41004.0,1357.07,-1.35,-0.09,24.0,17.15,17.01,15.38,20.81
167956480.0,41005.0,1353.31,-1.43,-0.04,24.0,17.29,16.91,15.5,20.5
167960576.0,41006.0,1369.32,-1.44,0.04,24.0,17.55,17.01,15.56,20.16
167964672.0,41007.0,1388.1,-1.5,0.18,24.0,17.68,17.42,16.08,21.27
167968768.0,41008.0,1400.42,-1.47,0.16,24.0,17.76,17.59,15.93,21.7
167972864.0,41009.0,1414.98,-1.4,0.16,24.0,18.06,17.77,16.16,21.96
167976960.0,41010.0,1426.8,-1.39,0.16,24.0,18.29,18.01,16.1,22.69
167981056.0,41011.0,1432.38,-1.21,0.34,24.0,18.18,18.03,15.03,23.07
167985152.0,41012.0,1425.04,-1.36,0.26,24.0,17.89,18.0,14.64,23.57
167989248.0,41013.0,1422.56,-1.39,0.45,24.0,18.04,17.68,14.38,23.34
167993344.0,41014.0,1421.99,-1.37,0.47,24.0,18.08,17.71,14.29,23.4
167997440.0,41015.0,1426.05,-1.38,0.54,24.0,17.97,17.74,13.17,23.42
168001536.0,41016.0,1417.36,-1.33,0.43,24.0,17.51,17.53,12.52,22.69
168005632.0,41017.0,1403.99,-1.4,0.28,24.0,17.3,16.92,11.82,22.04
168009728.0,41018.0,1403.73,-1.41,0.23,24.0,17.29,16.94,11.76,21.5
168013824.0,41019.0,1394.01,-1.47,0.18,24.0,17.18,16.95,11.82,21.32
168017920.0,41020.0,1400.93,-1.28,0.16,24.0,17.22,17.1,11.47,21.23
168022016.0,41021.0,1397.19,-1.4,0.15,24.0,17.32,17.13,11.63,23.49
168026112.0,41022.0,1397.23,-1.42,0.18,24.0,17.4,17.08,11.46,26.54
168030208.0,41023.0,1387.11,-1.31,0.17,24.0,17.34,16.93,11.55,26.37
168034304.0,41024.0,1378.49,-1.37,0.11,24.0,17.45,16.83,11.69,25.62
168038400.0,41025.0,1388.53,-1.29,0.0,24.0,17.66,17.07,11.63,24.85
168042496.0,41026.0,1394.48,-1.3,0.08,24.0,17.82,17.23,11.64,26.03
168046592.0,41027.0,1391.29,-1.37,0.09,24.0,17.86,17.39,11.53,25.81
168050688.0,41028.0,1388.66,-1.52,0.04,24.0,17.73,17.52,11.48,25.61
168054784.0,41029.0,1393.92,-1.41,0.04,24.0,17.79,17.51,11.31,25.59
168058880.0,41030.0,1371.27,-1.4,0.0,24.0,17.47,17.48,11.26,25.5
168062976.0,41031.0,1366.1,-1.45,0.04,24.0,17.26,17.37,10.3,24.56
168067072.0,41032.0,1362.91,-1.44,-0.0,24.0,17.3,17.3,10.0,25.21
168071168.0,41033.0,1369.94,-1.32,0.06,24.0,17.48,17.34,10.22,27.54
168075264.0,41034.0,1373.85,-1.29,0.03,24.0,17.29,17.49,9.75,28.56
168079360.0,41035.0,1369.98,-1.34,-0.02,24.0,17.23,17.56,9.38,28.62
168083456.0,41036.0,1377.9,-1.33,0.07,24.0,17.2,17.85,9.07,29.01
168087552.0,41037.0,1389.85,-1.31,0.2,24.0,17.18,18.22,8.89,29.32
168091648.0,41038.0,1389.92,-1.46,0.18,24.0,17.4,18.28,7.83,31.12
168095744.0,41039.0,1390.3,-1.39,0.2,24.0,17.25,18.2,7.52,31.3
168099840.0,41040.0,1394.8,-1.29,0.14,24.0,17.16,18.34,7.21,30.48
168103936.0,41041.0,1389.04,-1.24,0.2,24.0,17.18,18.11,6.71,30.29
168108032.0,41042.0,1386.29,-1.19,0.22,24.0,17.18,18.11,6.43,29.8
168112128.0,41043.0,1378.39,-1.17,0.22,24.0,17.08,18.09,5.91,29.28
168116224.0,41044.0,1373.3,-1.16,0.19,24.0,16.97,17.97,6.24,28.46
168120320.0,41045.0,1386.85,-1.15,0.2,24.0,16.98,18.1,6.46,27.75
168124416.0,41046.0,1383.68,-1.07,0.07,24.0,17.14,17.9,6.13,27.59
168128512.0,41047.0,1372.58,-1.16,-0.08,24.0,16.86,17.84,6.39,27.88
168132608.0,41048.0,1366.58,-1.27,-0.15,24.0,16.78,17.82,6.71,27.89
168136704.0,41049.0,1359.66,-1.35,-0.21,24.0,17.06,17.96,7.38,28.61
168140800.0,41050.0,1372.22,-1.34,-0.1,24.0,17.34,18.24,8.12,30.36
168144896.0,41051.0,1361.06,-1.44,-0.1,24.0,17.4,18.44,9.34,31.93
168148992.0,41052.0,1363.41,-1.53,-0.1,24.0,17.48,18.53,10.16,32.12
168153088.0,41053.0,1378.05,-1.42,-0.07,24.0,17.81,18.78,10.65,31.7
168157184.0,41054.0,1370.51,-1.59,-0.15,24.0,17.71,18.58,10.82,29.91
168161280.0,41055.0,1355.46,-1.7,-0.19,24.0,17.37,18.36,11.3,25.59
168165376.0,41056.0,1353.15,-1.9,-0.33,24.0,17.64,18.18,11.36,23.62
168169472.0,41057.0,1363.36,-1.79,-0.33,24.0,17.64,18.46,11.58,24.92
168173568.0,41058.0,1342.44,-1.94,-0.33,24.0,17.4,18.29,11.69,24.47
168177664.0,41059.0,1355.99,-1.86,-0.44,24.0,17.59,18.5,11.74,25.0
168181760.0,41060.0,1374.02,-1.86,-0.38,24.0,17.96,18.64,11.64,26.9
168185856.0,41061.0,1382.22,-1.78,-0.38,24.0,18.06,18.55,11.65,27.26
168189952.0,41062.0,1381.83,-1.77,-0.37,24.0,18.11,18.58,11.7,28.2
168194048.0,41063.0,1382.25,-1.91,-0.28,24.0,18.17,18.43,11.59,28.27
168198144.0,41064.0,1392.66,-1.89,-0.28,24.0,18.43,18.53,11.83,27.91
168202240.0,41065.0,1398.27,-1.92,-0.42,24.0,18.39,18.64,11.85,28.12
168206336.0,41066.0,1406.51,-1.81,-0.45,24.0,18.39,18.9,12.31,27.65
168210432.0,41067.0,1409.09,-1.8,-0.55,24.0,18.22,18.77,12.6,25.83
168214528.0,41068.0,1384.61,-1.99,-0.67,24.0,18.13,18.2,12.95,24.73
168218624.0,41069.0,1384.56,-2.06,-0.65,24.0,18.28,18.08,12.92,24.13
168222720.0,41070.0,1382.65,-2.08,-0.71,24.0,18.32,18.07,12.64,23.59
168226816.0,41071.0,1379.65,-1.93,-0.67,24.0,18.27,18.1,12.55,22.16
168230912.0,41072.0,1400.15,-1.83,-0.66,24.0,18.4,18.05,12.45,22.44
168235008.0,41073.0,1401.01,-1.78,-0.63,24.0,18.36,18.23,13.0,21.99
168239104.0,41074.0,1379.1,-1.86,-0.8,24.0,18.13,18.04,13.06,21.31
168243200.0,41075.0,1385.8,-1.75,-0.69,24.0,18.03,18.0,13.9,20.39
168247296.0,41076.0,1371.42,-1.9,-0.77,24.0,17.99,17.82,13.78,21.0
168251392.0,41077.0,1360.98,-2.09,-0.81,24.0,17.9,17.74,13.58,23.03
168255488.0,41078.0,1358.61,-2.17,-0.86,24.0,17.94,17.63,13.43,23.68
168259584.0,41079.0,1358.01,-2.22,-0.84,24.0,17.83,17.67,12.99,23.57
168263680.0,41080.0,1356.57,-2.18,-0.88,24.0,17.63,17.61,12.94,23.56
168267776.0,41081.0,1358.83,-2.18,-0.85,24.0,17.72,17.65,12.29,24.07
168271872.0,41082.0,1358.74,-2.12,-0.78,24.0,17.65,17.76,12.35,23.13
168275968.0,41083.0,1356.48,-2.02,-0.76,24.0,17.4,17.74,11.39,20.23
168280064.0,41084.0,1360.51,-1.99,-0.79,24.0,17.35,17.76,10.94,20.23
168284160.0,41085.0,1353.64,-2.0,-0.81,24.0,17.3,17.71,10.5,21.02
168288256.0,41086.0,1347.96,-2.08,-0.82,24.0,16.99,17.56,10.09,21.17
168292352.0,41087.0,1347.5,-2.07,-0.74,24.0,17.18,17.5,10.4,21.3
168296448.0,41088.0,1358.23,-1.91,-0.83,24.0,17.38,17.9,9.86,21.13
168300544.0,41089.0,1362.65,-1.85,-0.86,24.0,17.3,18.25,9.98,21.1
168304640.0,41090.0,1361.24,-1.87,-0.89,24.0,17.2,18.21,10.34,20.55
168308736.0,41091.0,1385.06,-1.77,-0.91,24.0,17.84,18.56,10.3,21.74
168312832.0,41092.0,1379.63,-1.86,-0.97,24.0,17.79,18.48,11.8,21.69
168316928.0,41093.0,1355.81,-1.93,-1.0,24.0,17.35,18.08,12.06,18.85
168321024.0,41094.0,1353.48,-1.86,-0.96,24.0,17.21,18.07,12.32,18.04
168325120.0,41095.0,1348.89,-1.87,-1.17,24.0,17.33,18.08,12.37,20.2
168329216.0,41096.0,1325.09,-1.81,-1.4,24.0,16.98,17.96,12.46,20.49
168333312.0,41097.0,1310.44,-1.91,-1.45,24.0,17.14,17.83,12.46,21.87
168337408.0,41098.0,1297.12,-1.96,-1.39,24.0,17.33,17.77,12.35,21.72
168341504.0,41099.0,1309.74,-1.85,-1.43,24.0,17.57,18.15,12.0,22.1
168345600.0,41100.0,1323.09,-1.83,-1.31,24.0,17.79,18.26,12.03,23.19
168349696.0,41101.0,1336.93,-1.8,-1.23,24.0,18.25,18.38,12.58,23.79
168353792.0,41102.0,1328.98,-1.72,-1.19,24.0,17.88,18.43,13.42,24.64
168357888.0,41103.0,1309.96,-1.98,-1.16,24.0,18.09,18.12,13.57,26.07
168361984.0,41104.0,1290.32,-2.0,-1.24,24.0,17.72,17.99,13.11,24.79
168366080.0,41105.0,1301.8,-1.9,-1.29,24.0,18.02,18.22,13.2,25.88
168370176.0,41106.0,1303.22,-2.01,-1.23,24.0,18.13,18.06,13.05,26.15
168374272.0,41107.0,1296.74,-2.04,-1.25,24.0,18.17,18.12,13.17,25.68
168378368.0,41108.0,1313.39,-1.89,-1.14,24.0,18.28,18.21,13.66,26.27
168382464.0,41109.0,1317.15,-1.86,-1.1,24.0,18.48,18.24,13.63,25.34
168386560.0,41110.0,1300.45,-1.85,-1.06,24.0,18.26,18.16,13.96,26.5
168390656.0,41111.0,1304.14,-1.94,-0.99,24.0,18.3,18.34,14.05,27.75
168394752.0,41112.0,1300.27,-1.96,-0.91,24.0,18.54,18.41,14.49,29.25
168398848.0,41113.0,1295.38,-1.92,-0.88,24.0,18.27,18.15,14.45,29.96
168402944.0,41114.0,1285.01,-1.9,-1.0,24.0,18.29,18.07,14.28,30.05
168407040.0,41115.0,1293.12,-1.87,-1.03,24.0,18.42,18.19,15.11,30.4
168411136.0,41116.0,1298.0,-1.91,-0.98,24.0,18.48,18.04,14.96,30.52
168415232.0,41117.0,1302.5,-1.87,-0.96,24.0,18.89,18.12,15.42,30.18
168419328.0,41118.0,1298.3,-1.84,-1.06,24.0,18.98,18.12,15.66,32.65
168423424.0,41119.0,1289.4,-1.98,-1.06,24.0,18.79,17.92,15.44,32.62
168427520.0,41120.0,1290.1,-1.99,-1.04,24.0,18.51,17.8,15.46,33.99
168431616.0,41121.0,1292.16,-1.98,-1.0,24.0,18.6,17.84,14.89,34.87
168435712.0,41122.0,1262.1,-2.08,-0.98,24.0,17.87,17.43,15.21,33.78
168439808.0,41123.0,1263.89,-2.06,-0.92,24.0,18.23,17.43,13.97,33.57
168443904.0,41124.0,1267.83,-2.08,-0.88,24.0,18.08,17.52,13.72,33.64
168448000.0,41125.0,1277.09,-2.12,-0.88,24.0,18.29,17.47,14.18,34.12
168452096.0,41126.0,1281.12,-2.14,-0.81,24.0,18.35,17.49,14.43,33.66
168456192.0,41127.0,1288.68,-2.07,-0.64,24.0,18.37,17.74,15.62,32.36
168460288.0,41128.0,1301.78,-2.09,-0.44,24.0,18.55,17.82,15.62,31.93
168464384.0,41129.0,1313.32,-1.92,-0.26,24.0,18.72,18.02,15.43,30.11
168468480.0,41130.0,1315.77,-1.91,-0.38,24.0,18.59,17.94,15.43,29.58
168472576.0,41131.0,1302.55,-2.01,-0.32,24.0,18.17,17.62,15.41,28.5
168476672.0,41132.0,1294.29,-1.97,-0.36,24.0,17.83,17.88,15.63,27.57
168480768.0,41133.0,1298.62,-1.92,-0.43,24.0,17.68,17.93,16.66,27.57
168484864.0,41134.0,1304.85,-1.95,-0.47,24.0,17.74,18.03,16.23,27.32
168488960.0,41135.0,1335.21,-1.78,-0.32,24.0,18.08,18.24,18.16,27.44
168493056.0,41136.0,1332.44,-1.82,-0.44,24.0,17.87,18.2,19.67,26.49
168497152.0,41137.0,1341.99,-1.82,-0.42,24.0,18.13,18.23,21.07,27.59
168501248.0,41138.0,1341.03,-1.97,-0.38,24.0,18.03,18.3,22.75,27.69
168505344.0,41139.0,1350.34,-1.88,-0.42,24.0,18.19,18.49,23.8,27.18
168509440.0,41140.0,1344.97,-1.83,-0.45,24.0,18.07,18.46,25.43,27.14
168513536.0,41141.0,1335.96,-1.92,-0.42,24.0,17.91,18.3,25.77,25.92
168517632.0,41142.0,1335.58,-1.93,-0.44,24.0,18.19,18.28,25.95,23.67
168521728.0,41143.0,1339.18,-2.0,-0.36,24.0,18.16,18.22,25.69,23.61
168525824.0,41144.0,1347.3,-1.85,-0.28,24.0,18.19,18.29,26.12,21.79
168529920.0,41145.0,1345.02,-2.05,-0.45,24.0,18.21,18.41,25.63,20.53
168534016.0,41146.0,1361.44,-1.98,-0.37,24.0,18.75,18.56,25.61,20.02
168538112.0,41147.0,1373.42,-2.04,-0.22,24.0,18.8,18.6,25.18,20.34
168542208.0,41148.0,1374.44,-2.11,-0.05,24.0,18.75,18.56,24.48,20.02
168546304.0,41149.0,1362.83,-2.18,-0.07,24.0,18.21,18.37,23.77,19.29
168550400.0,41150.0,1356.15,-2.22,-0.16,24.0,17.99,18.4,23.63,19.25
168554496.0,41151.0,1360.03,-2.23,-0.12,24.0,18.17,18.45,23.36,17.27
168558592.0,41152.0,1377.61,-2.17,-0.04,24.0,18.14,18.66,23.36,16.63
168562688.0,41153.0,1368.11,-2.3,-0.01,24.0,18.18,18.46,23.16,15.48
168566784.0,41154.0,1357.93,-2.3,-0.04,24.0,18.09,18.17,22.96,13.69
168570880.0,41155.0,1364.24,-2.27,-0.06,24.0,18.08,18.27,22.39,13.4
168574976.0,41156.0,1354.9,-2.17,-0.18,24.0,17.65,18.26,22.32,12.85
